,time,open,high,low,close,volume,symbol
1052,2022-11-01 08:30:00,95.56,95.8,95.56,95.73,28889,GOOGL
1053,2022-11-01 08:15:00,95.38,95.65,94.55,95.58,39471,GOOGL
1054,2022-11-01 08:00:00,95.6,95.62,95.57,95.6,6299,GOOGL
1055,2022-11-01 07:45:00,95.53,95.6,95.5,95.5,6863,GOOGL
1056,2022-11-01 07:30:00,95.51,95.53,95.49,95.5,3883,GOOGL
1057,2022-11-01 07:15:00,95.6,95.6,95.11,95.5,19429,GOOGL
1058,2022-11-01 06:45:00,95.72,95.75,95.72,95.75,1022,GOOGL
1059,2022-11-01 06:30:00,95.68,95.77,95.66,95.77,3953,GOOGL
1060,2022-11-01 06:15:00,95.59,95.7,95.59,95.7,1149,GOOGL
1061,2022-11-01 05:45:00,95.59,95.67,95.59,95.62,2264,GOOGL
1062,2022-11-01 05:30:00,95.53,95.53,95.46,95.46,1194,GOOGL
1063,2022-11-01 05:15:00,95.6,95.6,95.45,95.45,1549,GOOGL
1064,2022-11-01 05:00:00,95.63,95.63,95.6,95.6,2817,GOOGL
1065,2022-11-01 04:45:00,95.63,95.63,95.63,95.63,497,GOOGL
1066,2022-11-01 04:30:00,95.69,95.69,95.69,95.69,205,GOOGL
1067,2022-11-01 04:15:00,97.03,97.03,95.12,95.57,8690,GOOGL
1068,2022-10-31 20:00:00,94.86,94.89,94.8,94.8,6602,GOOGL
1069,2022-10-31 19:45:00,94.82,94.88,94.8,94.86,2182,GOOGL
1070,2022-10-31 19:30:00,94.86,94.87,94.72,94.8001,3424,GOOGL
1071,2022-10-31 19:15:00,94.74,94.88,94.74,94.88,6039,GOOGL
1072,2022-10-31 19:00:00,94.74,94.76,94.71,94.75,2119,GOOGL
1073,2022-10-31 18:45:00,94.73,94.73,94.7,94.7,1053,GOOGL
1074,2022-10-31 18:30:00,94.64,94.75,94.57,94.73,4593,GOOGL
1075,2022-10-31 18:15:00,94.63,94.69,94.57,94.59,4062,GOOGL
1076,2022-10-31 18:00:00,94.59,94.63,94.57,94.58,11181,GOOGL
1077,2022-10-31 17:45:00,94.66,94.66,94.56,94.59,1809,GOOGL
1078,2022-10-31 17:30:00,94.62,94.62,94.53,94.53,1301,GOOGL
1079,2022-10-31 17:15:00,94.6306,94.69,94.63,94.6699,6294,GOOGL
1080,2022-10-31 17:00:00,94.71,94.76,94.51,94.7,25009,GOOGL
1081,2022-10-31 16:45:00,94.7091,94.74,94.51,94.72,52605,GOOGL
